Ticker,Company Name,P/E (F2),PEG Ratio,Div. Yield %,Net Margin,Debt/Total Capital,Last Qtr EPS,Last Reported Qtr ,% Change Q0 Est. (4 weeks),% Change Q1 Est. (4 weeks),% Change Q2 Est. (4 weeks),Q0 Consensus Est. (last completed fiscal Qtr),# of Analysts in Q0 Consensus,Q1 Consensus Est.,# of Analysts in Q1 Consensus,Q2 Consensus Est. (next fiscal Qtr),P/E (F1),P/E (Trailing 12 Months),F2 Consensus Est.,Exchange,Sector,Month of Fiscal Yr End,Industry,Last EPS Surprise (%),Previous EPS Surprise (%),Avg EPS Surprise (Last 4 Qtrs),Next EPS Report Date ,% Change F1 Est. (4 weeks),% Change F2 Est. (4 weeks),% Change LT Growth Est. (4 weeks),F0 Consensus Est.,F1 Consensus Est.,# of Analysts in Q2 Consensus,Market Cap 
EJTTF,easyjet PLC,12.79,,0,0.06,25.57799,,,,,,,,,,,16.44,,1.71,OTC,Transportation,9,Transportation - Airline,,,,,0,0,,1.04,1.33,,8686.94
EKTAY,Elekta AB,27.86,3.77,0.76,0.01,41.66299,0.03,20170401,,,,,,,,,33.95,217.28,0.39,OTC,Medical,4,Medical - Instruments,,,,20180321,,,,0.28,0.32,,4004.26
EL,"Estee Lauder Companies, Inc. (The)",29.17,2.55,1.05,0.11,42.37099,1.52,20171201,0.09,0.08,0,1.45,12,1.05,12,0.57,33.07,34.73,4.94,NYSE,Consumer Staples,6,Cosmetics,5.56,23.47,18.07,20180502,0.06,0.05,0.31,3.4,4.36,11,53003.88
ELLI,"Ellie Mae, Inc.",40.37,3.68,0,0.13,0,0.33,20171201,0.41,0,0,0.25,8,0.09,8,0.49,55.24,59.56,2.39,NYSE,Computer and Technology,12,Internet - Software and Services,32,32.5,20.41,20180426,1.42,1.89,0,1.54,1.75,7,3308.63
ELMTY,ELEMENTIS,19.14,4.19,1.6,,37.74399,,,,,,,,,,,20.96,,0.92,OTC,Basic Materials,12,Chemical - Specialty,,,,20180320,5,6.98,0,0.75,0.84,,2041.81
ELP,Companhia Paranaense de Energia (COPEL),,,6.37,,28.25499,0.44,20170901,,,,,,,,,,8.2,,NYSE,Utilities,12,Utility - Electric Power,,,,20180327,,,,,,,2222.08
ELPVY,Companhia Paranaense de Energia,,,6.86,,,0.44,20170901,,,,,,,,,,7.03,,OTC,Utilities,12,Utility - Electric Power,,,,20180327,,,,,,,1009.42
ELS,"Equity Lifestyle Properties, Inc.",20.73,4.26,2.27,0.21,17.187,0.88,20171201,-0.77,0,0,0.86,3,1.04,2,0.88,22.19,23.96,4.15,NYSE,Finance,12,REIT and Equity Trust - Residential,1.15,0,0.8,20180416,-0.34,0,0,3.58,3.88,2,7633.76
ELUXY,Electrolux AB,12.69,,2.23,0.05,27.35,1.61,20171201,,,,,,,,,13.43,14.23,5.26,OTC,Consumer Discretionary,12,Household Appliances,,,,20180427,0,0,,4.68,4.97,,192833.97
ELY,Callaway Golf Company,20.13,1.51,0.25,0.04,1.638,-0.15,20171201,1.43,3.27,-0.85,-0.17,11,0.51,10,0.35,22.7,29.35,0.79,NYSE,Consumer Discretionary,12,Leisure and Recreation Products,11.76,200,66.34,20180503,1.68,0,0,0.52,0.7,9,1499.91
EMB,iShares J.P. Morgan USD Emerging Markets Bond ETF,,,4.49,,,,,,,,,,,,,,,,NSDQ,Finance,12,Financial - Investment Funds,,,,,,,,,,,11897.44
EME,"EMCOR Group, Inc.",16.4,1.2,0.4,0.03,14.972,1.13,20171201,,4.94,9.84,0.86,3,0.85,3,1.06,17.96,19.85,4.9,NYSE,Construction,12,Building Products - Heavy Construction,31.4,32.93,28.12,20180426,10.99,14.3,0,3.79,4.48,3,4693.21
EMN,Eastman Chemical Company,11.49,1.41,2.09,0.14,52.868,1.62,20171201,4.55,0,0,1.11,6,2.1,6,2.19,12.54,14.04,9.31,NYSE,Basic Materials,12,Chemical - Diversified ,52.83,7.88,17.66,20180426,1.08,1.21,0,7.06,8.53,6,15293.15
EMR,Emerson Electric Company,19.58,2.16,2.74,0.1,28.69199,0.58,20171201,0.93,0.16,0.95,0.55,8,0.71,9,0.85,22.8,26.57,3.62,NYSE,Industrial Products,9,Manufacturing - Electronics,7.41,3.75,2.79,20180501,0.68,-0.05,3.23,2.61,3.11,6,45029.04
ENB,Enbridge Inc,16.23,2.28,6.81,0.06,49.694,0.48,20171201,0,-1.36,-1.23,0.42,6,0.48,3,0.4,17.81,19.66,1.94,NYSE,Oils-Energy,12,Oil and Gas - Production and Pipelines,14.29,8.33,-2.25,20180510,0.26,1.88,20.97,1.47,1.77,2,53330.68
ENBL,"Enable Midstream Partners, LP",13.72,1.83,9.39,0.16,25.31999,0.23,20171201,0,-12.5,-10.15,0.21,4,0.21,3,0.21,14.72,14.56,0.99,NYSE,Oils-Energy,12,Oil and Gas - Production Pipeline - MLB,9.52,20,24.74,20180502,-5.88,-8.07,0,0.91,0.92,3,5857.16
ENDP,Endo International PLC,2.78,,0,-0.59,94.444,0.77,20171201,-2.69,-19.49,-17.37,0.62,10,0.54,10,0.59,2.9,1.78,2.46,NSDQ,Medical,12,Medical - Drugs,24.19,30,22.42,20180508,-17.62,-19.81,,3.67,2.36,9,1527.65
ENEVY,Eneva SA,,,0,,48.333,-0.07,20170601,,,,,,,,,,30.61,,OTC,Utilities,12,Utility - Electric Power,,,,20180326,,,,,,,1349.73
ENGGY,Enagas SA Unsponsored ADR,,,4.43,,65.332,,,,,,,,,,,12.18,,,OTC,Utilities,12,Utility - Gas Distribution,,,,,0,,,1.11,1.08,,6281.1
ENGIY,GDF Suez SA,,,4.66,,35.01399,,,,,,,,,,,,,,OTC,Utilities,12,Utility - Electric Power,,,,20180308,,,,,,,40498.79
ENIA,Enersis Americas S.A.,,,1.74,0.07,,0.12,20170601,,,,,,,,,,,,NYSE,Utilities,12,Utility - Electric Power,,,,20180502,,,,,,,13099.2
ENIC,Enersis Chile S.A.,,,2.68,0.14,0,0,20170901,,,,,,,,,,,,NYSE,Utilities,12,Utility - Electric Power,,,,,,,,,,,6126.77
ENLAY,Enel SpA,,,2.21,,43.734,0.09,20170601,,,,,,,,,,21.32,,OTC,Utilities,12,Utility - Electric Power,,,,20180316,,,,,,,60695.07
ENLC,"EnLink Midstream, LLC",18.37,,6.93,0.04,38.95999,-0.01,20171201,0,-11.23,-10.12,0.19,5,0.16,5,0.18,20.54,373.75,0.81,NYSE,Oils-Energy,12,Oil and Gas - Refining and Marketing,-105.26,-50,-80.83,20180501,-2.67,36.23,,0.34,0.73,5,2704.2
ENLK,"EnLink Midstream Partners, LP",45.78,,11.07,0.03,41.948,0.05,20171201,0,49.02,18.97,0.06,9,0.04,9,0.06,50.12,469.67,0.31,NYSE,Oils-Energy,12,Oil and Gas - Production Pipeline - MLB,-16.67,,,20180501,7.2,-6.73,,0.01,0.28,8,4931.82
ENR,"Energizer Holdings, Inc.",14.16,1.29,2.23,0.11,96.66899,1.55,20171201,0,0,0,1.42,6,0.42,6,0.58,15.32,17.21,3.67,NYSE,Consumer Staples,9,Consumer Products - Staples,9.15,12.5,21.23,20180502,0,0,0,2.92,3.39,5,3101.87
ENS,Enersys,13.4,1.52,0.99,0.07,37.963,1.25,20171201,0,0,,1.14,2,1.23,2,,15.22,15.06,5.28,NYSE,Industrial Products,3,Manufacturing - Electronics,9.65,0.96,3.88,20180503,0,0,0,4.71,4.65,,2965.56
ENSG,"The Ensign Group, Inc.",14.17,1.02,0.64,0.02,37.72999,0.4,20171201,0,0,0,0.39,3,0.45,3,0.44,15.24,19.98,1.99,NSDQ,Medical,12,Medical - Nursing Homes,2.56,-5.26,-3.53,20180507,0,-0.29,0,1.4,1.85,3,1450.33
ENTA,"Enanta Pharmaceuticals, Inc.",,,0,0.17,0.47635,0.78,20171201,0,0,0,0.05,2,0.09,2,0.04,99.17,44.16,-0.85,NSDQ,Medical,9,Medical - Drugs,1460,-4.12,373.1,20180514,0,0,,0.96,0.86,2,1624.63
ENTG,"Entegris, Inc.",18.2,1.84,0.39,0.06,36.64599,0.42,20171201,0.45,0,0,0.37,6,0.42,5,0.45,20.66,24.93,1.99,NSDQ,Computer and Technology,12,Electronics - Manufacturing Machinery,13.51,17.65,16.1,20180426,0,0,0,1.39,1.75,4,5102.25
ENTMF,ENTERTAINMT ONE,,,0,,,,,,,,,,,,,,,,OTC,Consumer Discretionary,3,Film and Television Production and Distribution,,,,,,,,,,,1212.47
ENV,"Envestnet, Inc",26.02,2.11,0,0,35.568,0.4,20171201,-2.55,1.88,-0.76,0.38,6,0.36,6,0.44,31.72,44.39,2.23,NYSE,Business Services,12,Financial Transaction Services,2.56,5.71,4,20180509,3.38,-0.45,0,1.3,1.83,6,2600.75
EOCC,Empresa Nacional de Electricidad S.A.,,,3.75,0.26,0,0.5,20170901,,,,,,,,,,,,NYSE,Utilities,12,Utility - Electric Power,,,,20180426,,,,,,,7698.72
EOG,"EOG Resources, Inc.",19.6,3.09,0.68,0.23,27.027,0.69,20171201,4.06,7.97,4.43,0.52,10,0.89,9,1.01,23.59,88.87,5.03,NYSE,Oils-Energy,12,Oil and Gas - Exploration and Production - United States,32.69,90,25.67,20180514,16.18,5.11,-15.06,0.94,4.18,8,57082.48
EONGY,E.ON SE,13.02,2.05,1.53,,61.55899,0.05,20170901,,,,,,,,,14.25,,0.87,OTC,Utilities,12,Utility - Electric Power,,,,20180321,1.27,,-50.11,0.72,0.8,,22116.16
EPAM,"EPAM Systems, Inc.",24.37,1.57,0,0.05,2.50309,1.01,20171201,3.47,-3.27,-3.11,1,8,0.9,7,0.96,30.03,34.88,5,NYSE,Computer and Technology,12,Computers - IT Services,4.12,11.63,2.36,20180503,-2.38,0.05,-4.03,3.42,4.05,5,6457.6
EPAY,"Bottomline Technologies, Inc.",28.72,,0,-0.09,34.726,0.31,20171201,0,0,-3.15,0.26,5,0.25,3,0.29,33.76,34.74,1.36,NSDQ,Computer and Technology,6,Computer - Software,19.23,20,15.19,20180426,0.8,2.26,,0.96,1.15,3,1582.88
EPC,"Energizer Holdings, Inc.",11.81,3.59,0,0,50.34299,0.2,20171201,0.44,0,0,0.57,5,1.2,6,1.2,12.84,13.98,4.16,NYSE,Consumer Staples,9,Consumer Products - Staples,-64.91,0,-4.09,20180501,0,0,0,3.96,3.83,5,2657.22
EPD,Enterprise Products Partners L.P.,14.96,4.01,6.82,0.1,48.81,0.37,20171201,-0.28,0.68,1.07,0.35,9,0.37,9,0.37,16.26,18.75,1.67,NYSE,Oils-Energy,12,Oil and Gas - Production Pipeline - MLB,5.71,-3.23,1.47,20180501,0.79,1.15,0,1.3,1.53,8,53897.71
EPP,iShares MSCI Pacific ex Japan ETF,,,4.14,,,,,,,,,,,,,,,,NYSE,Finance,12,Financial - Investment Funds,,,,,,,,,,,3292.1
EPR,EPR Properties,10.29,1.92,7.68,0.46,50.852,1.29,20171201,0,-10.42,-1.21,1.44,5,1.27,4,1.3,10.49,11.28,5.47,NYSE,Finance,12,REIT and Equity Trust - Retail,-10.42,-3.08,-3.21,20180501,-0.92,-2.27,-1.09,5.18,5.36,3,4181.82
EPZM,"Epizyme, Inc.",,,0,,0,-0.52,20171201,-0.25,5,3.96,-0.56,9,-0.55,8,-0.58,,,-2.49,NSDQ,Medical,12,Medical - Biomedical and Genetics,7.14,3.08,8.9,20180514,2.63,-20.67,,-2.22,-2.39,8,1371.44
EQC,Equity Commonwealth,44.87,,0,0.09,20.45199,0.19,20171201,-2.44,-19.05,-42.86,0.2,2,0.17,2,0.12,57.81,32.32,0.67,NYSE,Finance,12,REIT and Equity Trust - Other,-9.52,-8.33,-5.35,20180502,-38.1,-20.24,,0.9,0.52,1,3740.31
EQGP,"EQT GP Holdings, LP",14.63,1.12,4.34,0.31,35.208,0.26,20171201,1.79,0,-1.15,0.28,3,0.27,3,0.29,20.23,22.96,1.54,NYSE,Oils-Energy,12,Oil and Gas - Integrated - United States,-7.14,0,1.63,20180426,-4.09,-8.21,0,0.98,1.11,3,5988.71
EQIX,"Equinix, Inc.",17.82,1.14,2.2,0.05,59.19599,4.82,20171201,-7.16,0.12,-2.3,4.45,7,4.94,5,5.14,20.05,22.42,23.3,NSDQ,Finance,12,REIT and Equity Trust - Retail,0.42,5.97,6.38,20180425,-1.53,-4.34,13.53,18.41,20.71,5,32897.88
EQM,"EQT Midstream Partners, LP",8.33,0.88,6.81,0.69,35.2,1.28,20171201,-4.62,-5.51,-10.4,1.48,8,1.45,7,1.36,10.61,11.6,7.22,NYSE,Oils-Energy,12,Oil and Gas - Production and Pipelines,-17.42,-4.48,-6.6,20180426,-5.44,17.8,0,5.32,5.67,6,4852.63
EQR,Equity Residential,17.74,3.13,3.37,0.24,47.097,0.83,20171201,-0.14,-0.55,0.24,0.81,9,0.78,8,0.81,18.52,19.02,3.37,NYSE,Finance,12,REIT and Equity Trust - Residential,2.47,1.27,0.94,20180424,-0.43,-0.57,-0.56,3.12,3.23,8,21987.09
EQT,EQT Corporation,20.92,1.85,0.24,0.45,28.454,0.76,20171201,0,30.36,3.3,0.22,9,0.73,7,0.31,27.7,36.04,2.38,NYSE,Oils-Energy,12,Oil and Gas - Exploration and Production - United States,245.45,340,150.81,20180426,7.55,-18.42,0,0.79,1.79,7,13152.24
ERF,Enerplus Corporation,7.61,,0.88,0.26,28.71199,0.27,20171201,-62.5,0,-5.56,0.08,2,0.19,2,0.17,10.67,13.56,1.43,NYSE,Oils-Energy,12,Oil and Gas - Exploration and Production - Canadian,237.5,-14.29,,20180504,-6.44,14.13,,0.78,1.02,1,2643.09
ERFSF,EUROFINS SCIENT,,,0,,,,,,,,,,,,,,,,OTC,Medical,12,Medical Services,,,,20180605,,,0,15.8,,,10805.08
ERI,"Eldorado Resorts, Inc.",16.27,,0,0.05,69.84999,0.2,20171201,4.62,-6.25,-3.71,0.24,5,0.46,4,0.5,19.25,,2.29,NSDQ,Consumer Discretionary,12,Gaming,-16.67,12.5,-116.04,20180503,-2.27,1.78,,0.03,1.93,4,2877.23
ERIC,Ericsson,32.57,,0.99,-0.18,23.34,-0.14,20171201,15.39,0,0,0.05,3,-0.03,2,-0.02,228,,0.21,NSDQ,Computer and Technology,12,Wireless Equipment,-450,-700,-552.5,20180424,0,0,,-0.15,0.03,1,22805.59
ERIE,Erie Indemnity Company,23.04,,2.82,0.12,8.01669,0.8,20171201,0,18.75,18.64,0.76,1,1.14,1,1.4,24.26,30.16,5.17,NSDQ,Finance,12,Insurance - Brokerage,5.26,0.9,-1.62,20180507,20.34,,,3.9,4.91,1,5502.85
ERJ,Embraer-Empresa Brasileira de Aeronautica,15.4,1.56,1.38,0.04,49.845,0.32,20171201,0,86.96,-75.93,0.69,4,-0.03,3,0.06,26.56,16.58,1.65,NYSE,Aerospace,12,Aerospace - Defense,-53.62,36.67,-0.94,20180501,-0.52,2.28,0,1.83,0.95,2,4657.11
ES,Eversource Energy,16.59,3.06,3.51,0.13,51.83599,0.75,20171201,0,-0.48,0.91,0.76,6,0.87,4,0.74,17.59,18.51,3.47,NYSE,Utilities,12,Utility - Electric Power,-1.32,-2.38,0.24,20180502,-1.73,-2.71,-3.88,3.13,3.27,4,18246.29
ESALY,Eisai Co.,36.49,,1.92,0.07,20.58499,0.29,20171201,,,,,,,,,33.99,70.98,1.77,OTC,Medical,3,Medical - Drugs,,,,20180509,63.79,56.64,,1.03,1.9,,19155.26
ESE,ESCO Technologies Inc.,19.93,,0.52,0.08,25.34199,0.33,20171201,0,0,0,0.33,1,0.4,1,0.82,23.26,29.76,3.08,NYSE,Industrial Products,9,Manufacturing - Electronics,0,5.33,3.05,20180503,0,0,,2.08,2.63,1,1584.29
ESGR,Enstar Group Limited,,,0,0.28,26.363,5.9,20171201,,,,,,,,,,14.06,,NSDQ,Finance,12,Insurance - Multi line,,,,20180514,,,,,,,4195.58
ESL,Esterline Technologies Corporation,15.51,1.63,0,0.06,30.243,0.49,20171201,2.21,0,0,0.38,3,0.74,4,1.07,19.58,18.48,4.81,NYSE,Aerospace,9,Aerospace - Defense Equipment,28.95,-16.99,6.73,20180503,0,0,0,4.64,3.81,4,2218.73
ESLOY,Essilor International SA,,3.17,0.96,0.11,21.51399,,,,,,,,,,,26.33,,,OTC,Medical,12,Medical - Products,,,,,0,,0,2.4,2.61,,30025.19
ESLT,Elbit Systems Ltd.,,,1.28,,12.72599,1.57,20170901,,,,,,,,,19.13,22.06,,NSDQ,Aerospace,12,Aerospace - Defense Equipment,,,,20180320,0,,,6.63,7.16,,5856.76
ESNT,Essent Group Ltd.,8.11,0.84,0,0.66,0,0.79,20171201,0,-1.04,0,0.78,4,1.11,3,1.04,9.23,13.15,5.02,NYSE,Finance,12,Financial - Mortgage & Related Services,1.28,9.33,6.68,20180504,1.73,0.58,0,3.07,4.41,2,3997.35
ESPR,"Esperion Therapeutics, Inc.",,,0,,0,-1.44,20171201,-4.72,24.02,26.48,-1.89,6,-1.48,6,-1.49,,,-5.13,NSDQ,Medical,12,Medical - Drugs,20,-5.68,-5.57,20180503,11.53,2.11,0,-7.3,-5.66,4,2054.49
ESRT,"Empire State Realty Trust, Inc.",18.15,5.22,2.45,0.09,46.05899,0.25,20171201,0,-0.85,-6.12,0.25,4,0.19,3,0.23,18.39,17.68,0.94,NYSE,Finance,12,REIT and Equity Trust - Other,0,-3.7,1.37,20180425,-3.87,3.85,-15.59,0.93,0.93,2,2793.27
ESRX,Express Scripts Holding Company,7.51,0.93,0,0.05,45.25199,2.16,20171201,0.39,1.33,5.89,2.09,14,1.77,12,2.29,8.16,10.72,10.16,NSDQ,Medical,12,Medical Services,3.35,0,1.32,20180423,6.49,2.49,-12.58,7.03,9.35,10,42839.21
ESS,"Essex Property Trust, Inc.",18.6,3.29,2.9,0.32,47.243,3.01,20171201,0.16,0.1,-0.2,3.01,13,3.05,10,3.1,19.43,20.31,13,NYSE,Finance,12,REIT and Equity Trust - Residential,0,0.68,1.03,20180426,0.13,-0.02,0,11.89,12.44,8,15962.6
ESV,Ensco plc,,,0.86,-0.16,35.241,-0.23,20171201,-0.1,-16.44,-20.51,-0.26,11,-0.24,7,-0.2,,,-0.95,NYSE,Oils-Energy,12,Oil and Gas - Drilling,11.54,68.75,40.91,20180425,-11.06,-7.74,,-0.5,-0.98,7,2018.72
ETE,"Energy Transfer Equity, L.P.",9.82,,8.39,0.02,59.29499,0.41,20171201,6.13,52.78,9.26,0.33,7,0.28,4,0.29,10.34,13.98,1.48,NYSE,Oils-Energy,12,Oil and Gas - Production Pipeline - MLB,28.13,-35.29,-13.26,20180502,4.54,5.46,,0.99,1.41,4,15690.78
ETFC,E*TRADE Financial Corporation,15.38,0.8,0,0.26,21.524,0.64,20171201,0,0.57,0.82,0.62,7,0.75,7,0.82,17.37,25.91,3.69,NSDQ,Finance,12,Financial - Investment Bank,3.23,7.84,10.62,20180419,0.35,0.39,0,2.28,3.27,6,15111.81
ETN,"Eaton Corporation, PLC",14.18,1.93,3.29,0.15,29.304,1.29,20171201,0.43,0.14,0,1.25,9,1.07,11,1.31,15.58,17.26,5.66,NYSE,Industrial Products,12,Manufacturing - Electronics,3.2,-0.79,2.97,20180501,0.12,0.55,0,4.6,5.15,10,35334.85
ETP,"Energy Transfer Partners, L.P.",11.14,0.98,13.61,0.07,48.921,0.36,20171201,-1.82,37.69,41.57,0.27,8,0.23,7,0.23,14.21,22.45,1.49,NYSE,Oils-Energy,12,Oil and Gas - Production Pipeline - MLB,28.57,50,-20.17,20180503,17.32,17.25,,0.66,1.17,6,19334.44
ETR,Entergy Corporation,13.24,1.99,4.59,0.04,63.643,0.76,20171201,4.27,12.27,0.75,0.44,5,1.24,4,1.35,13.9,10.75,5.86,NYSE,Utilities,12,Utility - Electric Power,80.95,7.31,60.21,20180425,9.57,7.4,0,6.91,5.58,3,14015.13
ETSY,"Etsy, Inc.",56.92,4.58,0,0.19,13.91399,0.15,20171201,19.4,-3.23,17.86,0.1,8,0.04,7,0.05,79.46,76.7,0.5,NSDQ,Computer and Technology,12,Internet - Services,87.5,140,,20180501,21.07,22.2,0,0.38,0.36,7,3448.25
EURN,Euronav NV,,,1.43,0,30.267,-0.11,20171201,0,0,0,-0.16,6,-0.21,6,-0.24,,,0,NYSE,Transportation,12,Transportation - Shipping,31.25,28,20.37,20180425,0,-100,,-0.13,-0.64,6,1337.36
EUTLF,Eutelsat Communications,13.15,,0,0.24,52.30699,,,,,,,,,,,13.38,,1.74,OTC,Computer and Technology,6,Satellite and Communication,,,,,4.27,-0.57,,1.49,1.71,,5325.45
EV,Eaton Vance Corporation,14.76,0.65,2.19,0.18,46.59899,0.78,20180101,5.65,-2.03,-2.81,0.75,5,0.8,5,0.87,16.88,20.78,3.83,NYSE,Finance,10,Financial - Investment Management,4,-1.41,-0.39,20180523,2.26,-1.03,27.69,2.47,3.35,4,6785.2
EVBG,"Everbridge, Inc.",,,0,-0.19,61.511,-0.02,20171201,0,-117.35,-171.43,-0.02,7,-0.2,7,-0.16,,,-0.36,NSDQ,Computer and Technology,12,Internet - Software,0,66.67,30.21,20180514,-177.18,-127.66,,-0.24,-0.59,6,1056.02
EVH,"Evolent Health, Inc",100.68,,0,-0.14,10.39599,-0.04,20171201,10.71,-36.77,-185.71,-0.04,10,-0.04,8,-0.04,,,0.15,NYSE,Computer and Technology,12,Internet - Software,0,55.56,19.44,20180508,-51.85,-20.54,0,-0.36,-0.08,7,1146.07
EVHC,Envision Healthcare Corporation,9.78,0.92,0,-0.02,47.36,0.59,20171201,-0.65,-2.53,8.9,0.49,8,0.65,8,0.93,11.04,13.57,4.08,NYSE,Medical,12,Medical - Outpatient and Home Healthcare,18,-17.05,1.15,20180501,7.18,9.52,0,2.73,3.61,8,4823.7
EVNVY,EVN AG,,,1.72,0.11,26.322,0.15,20171201,,,,,,,,,,16.04,,OTC,Utilities,9,Utility - Electric Power,,,,20180523,,,,,,,3606.55
EVR,Evercore Inc,13.16,0.92,1.71,0.07,18.02799,1.55,20171201,0,0,0,1.45,1,1.44,2,1.55,13.14,18.87,7.11,NYSE,Finance,12,Financial - Investment Bank,17.42,10.91,16.86,20180425,0,0,0,5.35,7.13,1,3860.34
EVRZF,EVRAZ PLC,11.24,,0,,,,,,,,,,,,,7.82,,0.55,OTC,Basic Materials,12,Steel - Producers,,,,20180607,11.27,17.02,,0.49,0.79,,8772.58
EVTC,"Evertec, Inc.",10.22,2.47,1.18,0.14,79.01799,0.24,20171201,0.72,0,0,0.23,6,0.31,5,0.35,12.35,11.57,1.65,NYSE,Business Services,12,Financial Transaction Services,4.35,-10.81,3.42,20180502,-0.27,-1.16,0,1.46,1.37,4,1224.05
EVTCY,Evotec AG,,,0,,1.7905,0.05,20170901,,,,0.12,1,,,,,77.84,,OTC,Medical,12,Medical - Drugs,-58.33,-42.86,,20180327,,,,,,,2912
EW,Edwards Lifesciences Corporation,27.85,2.07,0,0.17,12.91499,0.94,20171201,0.18,0.05,0,0.9,12,1.1,12,1.17,31.18,37.13,5.07,NYSE,Medical,12,Medical - Instruments,4.44,-2.33,9.87,20180424,0.72,0.04,0,3.76,4.53,10,29634.35
EWA,iShares MSCI Australia ETF,,,4.5,,,,,,,,,,,,,,,,NYSE,Finance,12,Financial - Investment Funds,,,,,,,,,,,1658.91
EWBC,"East West Bancorp, Inc.",13.24,1.41,1.23,0.32,11.423,0.87,20171201,-0.2,0,0,0.91,9,1,9,1.08,14.81,18.88,4.92,NSDQ,Finance,12,Banks - West,-5.43,2.3,3.55,20180418,0,0,0,3.8,4.4,8,9415.6
EWG,iShares MSCI Germany ETF,,,2.08,,,,,,,,,,,,,,,,NYSE,Finance,12,Financial - Investment Funds,,,,,,,,,,,4378.37
EWH,iShares MSCI Hong Kong ETF,,,4.25,,,,,,,,,,,,,,,,NYSE,Finance,12,Financial - Investment Funds,,,,,,,,,,,2343.45
EWJ,iShares MSCI Japan ETF,,,1.23,,,,,,,,,,,,,,,,NYSE,Finance,12,Financial - Investment Funds,,,,,,,,,,,22430.23
EWL,iShares MSCI Switzerland Capped ETF,,,2.09,,,,,,,,,,,,,,,,NYSE,Finance,12,Financial - Investment Funds,,,,,,,,,,,1318.23
EWP,iShares MSCI Spain Capped ETF,,,2.73,,,,,,,,,,,,,,,,NYSE,Finance,12,Financial - Investment Funds,,,,,,,,,,,1070.76
EWU,iShares MSCI United Kingdom ETF,,,4.03,,,,,,,,,,,,,,,,NYSE,Finance,12,Financial - Investment Funds,,,,,,,,,,,2573.72
EWY,iShares MSCI South Korea Capped ETF,,,2.86,,,,,,,,,,,,,,,,NYSE,Finance,12,Financial - Investment Funds,,,,,,,,,,,4397.66
EWZ,iShares MSCI Brazil Capped ETF,,,1.55,,,,,,,,,,,,,,,,NYSE,Finance,12,Financial - Investment Funds,,,,,,,,,,,8498.8
EXAS,Exact Sciences Corporation,,,0,-0.43,0.83272,-0.18,20171201,3.89,-35.5,-9.22,-0.27,6,-0.36,4,-0.23,,,-0.04,NSDQ,Medical,12,Medical - Biomedical and Genetics,33.33,23.33,26.41,20180426,-22.59,-195,0,-1.07,-0.86,4,6299.84
EXC,Exelon Corporation,12.54,2.47,3.64,0.11,50.33499,0.55,20171201,-0.42,-0.11,-1.59,0.62,7,0.94,5,0.57,12.36,14.62,3.02,NYSE,Utilities,12,Utility - Electric Power,-11.29,-1.16,-0.51,20180502,1.03,0.67,0,2.66,3.07,4,36545.66
EXEL,"Exelixis, Inc.",18.86,1.35,0,0.34,0,0.12,20171201,0,7.45,-17.79,0.12,8,0.13,8,0.12,43.23,48.53,1.31,NSDQ,Medical,12,Medical - Biomedical and Genetics,0,225,247.92,20180507,-26.01,-13.93,-30.44,0.49,0.57,7,7333.6
EXLS,"ExlService Holdings, Inc.",19.45,1.4,0,0.06,7.794,0.67,20171201,-0.43,-6.07,-3.75,0.64,8,0.64,8,0.67,21.51,22.39,3.05,NSDQ,Business Services,12,Outsourcing,3.08,4.62,6.51,20180501,-3.57,-2.4,12.19,2.63,2.76,7,2029.32
EXP,Eagle Materials Inc,15.1,2.25,0.41,0.16,28.545,1.63,20171201,,-1.55,-0.11,1.43,2,1.11,4,1.56,18.03,19.78,6.54,NYSE,Construction,3,Building Products - Concrete and Aggregates,13.99,-16.03,0.07,20180517,0.83,0.16,0,4.22,5.47,3,4804.59
EXPD,"Expeditors International of Washington, Inc.",20.49,2.76,1.32,0.07,0,0.71,20171201,0.52,7.63,1.57,0.64,6,0.63,6,0.68,22.12,25.58,3.11,NSDQ,Transportation,12,Transportation - Services,10.94,10,3.45,20180501,4.82,2.85,0,2.39,2.88,5,11245.7
EXPE,"Expedia, Inc.",20.15,1.43,1.07,0.04,38.095,0.84,20171201,0.63,-53.92,-0.8,1.17,12,-0.41,12,0.91,23.44,26.21,5.58,NSDQ,Retail-Wholesale,12,Internet - Commerce,-27.59,-3.09,-15.63,20180426,-1.03,-1.4,6.07,4.63,4.8,11,17073.51
EXPGY,Experian PLC,20.73,2.13,1.71,0.2,56.50299,,,,,,,,,,,23.47,,1.09,OTC,Business Services,3,Business - Information Services,,,,,0,0,0,0.89,0.96,,20691.01
EXPO,"Exponent, Inc.",31.63,,1.3,0.12,0,0.47,20171201,0,0,0,0.41,2,0.62,2,0.62,33.07,41.78,2.52,NSDQ,Business Services,12,Consulting Services,14.63,25.58,12.34,20180418,0,0,,2.09,2.41,2,2056.38
EXR,Extra Space Storage Inc,18.18,3.29,3.62,0.43,62.575,1.12,20171201,-0.38,1.45,1.34,1.08,8,1.09,8,1.15,18.9,19.73,4.74,NYSE,Finance,12,REIT and Equity Trust - Other,3.7,2.73,3.84,20180425,1.85,1.51,5.91,4.34,4.56,7,10868.21
