Company Name,Ticker,Q0 Consensus Est. (last completed fiscal Qtr),Q1 Consensus Est. ,# of Analysts in Q0 Consensus,# of Analysts in Q1 Consensus,Q2 Consensus Est. (next fiscal Qtr),# of Analysts in Q2 Consensus,F0 Consensus Est.,F1 Consensus Est.,F2 Consensus Est.,P/E (Trailing 12 Months),P/E (F1),P/E (F2),PEG Ratio,Div. Yield %,Net Margin,% Change LT Growth Est. (4 weeks),% Change F2 Est. (4 weeks),% Change F1 Est. (4 weeks),Exchange,Month of Fiscal Yr End,Sector,Industry,Last EPS Surprise (%),Previous EPS Surprise (%),Avg EPS Surprise (Last 4 Qtrs),Next EPS Report Date ,Last Reported Qtr ,Last Qtr EPS,% Change Q0 Est. (4 weeks),% Change Q1 Est. (4 weeks),% Change Q2 Est. (4 weeks),Debt/Total Capital,Market Cap 
"Hennes & Mauritz AB","HNNMY","","","","","","",".23",".23",".22","12.87","12.87","13.45","4.29","5.24",".08","0","-12","0","OTC","11","Retail-Wholesale","Retail - Apparel and Shoes","","","","20180412","20171101",".06","","","","0","21617.95"
"Huaneng Power International, Inc.","HNP","","","","","","",".83","1.82","3.48","37.13","14.12","7.36","1.07","5.81",".01","0","-16.15","22.64","NYSE","12","Utilities","Utility - Electric Power","","","","20180424","20170901","1.02","","","","53.34099","9735.86"
"Hoya Corp.","HOCPY",".59",".59","1","1","","","2.44","2.65","2.78","21.71","18.85","17.96","1.88",".39","","0","0","0","OTC","3","Computer and Technology","Electronics - Miscellaneous Products","3.23","","","20180510","20171201",".64","0","0","",".09051","19048.91"
"Harley-Davidson, Inc.","HOG","1.12","1.66","7","7",".5","7","3.41","3.77","4.15","12.16","11.2","10.17","1.4","3.51",".11","0","0","0","NYSE","12","Auto-Tires-Trucks","Automotive - Domestic","17.39","0","7.87","20180424","20171201",".54","-.13",".34","0","71.32499","7105.39"
"Hong Kong & China Gas Co.","HOKCY","","","","","","","","","","","","","","1.77","","","","","OTC","12","Utilities","Utility - Gas Distribution","","","","20180405","","","","","","","28814.56"
"Hollysys Automation Technologies, Ltd.","HOLI",".35",".49","1","1",".53","1","1.47","1.83","2.17","15.94","13.53","11.38","",".49",".16","","0","0","NSDQ","6","Industrial Products","Industrial Automation and Robotics","53.85","12.5","8.25","20180510","20171201",".6","0","0","0","2.8545","1490.45"
"Hologic, Inc.","HOLX",".53",".58","11","9",".59","9","2.01","2.25","2.51","17.77","16.17","14.53","1.64","0",".25","0","-.07","0","NSDQ","9","Medical","Medical - Instruments","12.24","2.04","6.26","20180502","20171201",".55",".19","-.22","-.51","46.53499","10073.95"
"Home BancShares, Inc.","HOMB",".41",".44","3","3",".45","3","1.35","1.75","1.91","16.74","12.91","11.85","","1.95",".22","","0","0","NSDQ","12","Finance","Banks - Southeast","2.94","-3.03","2.28","20180419","20171201",".35","0","0","0","43.06399","3927.54"
"At Home Group Inc.","HOME",".35",".25","6","4",".26","4",".79","1.19","1.49","40.63","28.34","22.71","1.15","0",".03","2.75","","7.21","NYSE","1","Retail-Wholesale","Retail - Home Furnishings","42.86","16.67","16.35","20180606","20180101",".5","0","-9.82","-13.33","34.381","2041.75"
"Honeywell International Inc.","HON","1.89","1.98","7","5","1.97","5","7.1","7.97","8.76","20.22","17.91","16.3","1.96","2.09",".04","2.95",".09","-.04","NYSE","12","Conglomerates","Diversified Operations",".54",".57","1.32","20180420","20171201","1.85",".47","-.23",".14","41.90299","107340.77"
"Hope Bancorp, Inc.","HOPE",".38",".39","5","5",".4","5","1.21","1.57","1.67","14.56","11.38","10.71","1.14","2.9",".22","0","0","0","NSDQ","12","Finance","Banks - West","3.23","10","-1.38","20180417","20171201",".32","0","0","0","39.492","2427.23"
"Hopewell Holdings Ltd.","HOWWY","","","","","","","","","","","","","","3.47",".83","","","","OTC","6","Finance","Real Estate - Development","","","","","","","","","","","3314.09"
"Helmerich & Payne, Inc.","HP","-.06","0","11","9",".08","9","-1.34","0",".84","","","77.69","","4.28","-.07","","-12.41","","NYSE","9","Oils-Energy","Oil and Gas - Drilling","85.71","38.1","37.06","20180426","20171201","-.02","-1.43","-50","-5.48","9.70119","7125.34"
"Hewlett Packard Enterprise Company","HPE",".22",".31","8","8",".36","8","1.38","1.4","1.49","14.03","11.95","11.24","1.4","1.8",".01","0","0","0","NYSE","10","Computer and Technology","Computer - Integrated Systems","47.83","3.57","11.71","20180530","20180101",".34","-1.11","0","0","29.50399","26168.9"
"Hudson Pacific Properties, Inc.","HPP",".47",".47","6","5",".48","5","1.96","1.91","2.09","15.95","16.5","15.09","2.68","3.17",".09","0","0","0","NYSE","12","Finance","REIT and Equity Trust - Other","4","0","1.53","20180503","20171201",".52","0","0","0","38.23799","4949.49"
"HP Inc.","HPQ",".41",".48","5","5",".49","4","1.65","1.93","2.05","11.87","10.75","10.13","1.8","2.68",".05","0","0","0","NYSE","10","Computer and Technology","Computer - Mini computers","14.29","0","4.81","20180523","20180101",".48","-.24","0","0","","34107.75"
"Hospitality Properties Trust","HPT",".94","1.09","5","6","1.05","6","3.55","3.73","3.93","6.94","6.67","6.33","1.33","8.37",".1","0","-2.58","-.45","NSDQ","12","Finance","REIT and Equity Trust - Other","3.85","2.88","1","20180509","20171201",".54","-1.4","-.46","-.47","59.21799","4085.64"
"HealthEquity, Inc.","HQY",".06",".22","8","7",".21","1",".73",".77",".97","91.04","81.76","64.76","2.52","0",".21","-4.41","","12.16","NSDQ","1","Medical","Medical Services","0","30.77","35.6","20180605","20180101",".06","1.86","8.57","10.53","0","3829"
"Healthcare Realty Trust Incorporated","HR",".4",".4","6","5",".4","5","1.55","1.61","1.7","18.17","17.33","16.49","4.33","4.29",".05","0","-.85","-1.69","NYSE","12","Finance","REIT and Equity Trust - Other","-2.56","-2.56","-2.53","20180502","20171201",".38","-1.01","-.98","-1","41.769","3501.53"
"H&R Block, Inc.","HRB","-1.33","5.23","4","4","-.72","2","1.71","2.76","2.35","20.09","9.25","10.88",".84","3.76",".13","0",".97","2.32","NYSE","4","Consumer Discretionary","Conusmer Services - Miscellaneous","12.78","2.74","6.06","20180612","20180101","-1.16","0",".43","6.49","","5333.35"
"Hill-Rom Holdings, Inc.","HRC","1.02","1.18","6","5","1.51","5","3.82","4.62","5.13","20.96","18.28","16.46","1.36",".95",".05","0","0","0","NYSE","9","Medical","Medical - Products","15","3.94","7.86","20180427","20171201",".92","0","0","0","58.173","5588.39"
"Haier Electronics Group Co.","HRELY","","","","","","","","","","","","","",".53","","","","","OTC","12","Consumer Discretionary","Household Appliances","","","","","","","","","","","10090.48"
"HRG Group, Inc.","HRG","","","","","","","","","","","","","","0",".02","","","","NYSE","9","Consumer Staples","Consumer Products - Staples","","","","20180504","20171201","-.48","","","","75.021","3144.71"
"HARGREAVES LNSD","HRGLY","","","","","","","1.16","1.39","1.58","","34.91","30.71","2.42","1.53",".54","0","0","0","OTC","6","Finance","Financial - Investment Management","","","","","","","","","","","11506.96"
"Herc Holdings Inc.","HRI","-.68","-.13","2","2",".85","2","-.47",".92","1.65","","68.1","37.76","","0",".09","","0","0","NYSE","12","Transportation","Transportation - Equipment and Leasing","9.3","104.55",".42","20180508","20171201",".47","0","0","0","81.51","1769.54"
"Horiba Ltd.","HRIBF",".91","","1","","","","3.23","4.21","4.53","18.84","14.5","13.47","1.45","0","","0","0","0","OTC","12","Industrial Products","Industrial Services","","","","20180511","20170601",".49","0","","","","2595.79"
"Hormel Foods Corporation","HRL",".45",".44","6","5",".41","5","1.56","1.73","1.87","22.11","20.24","18.73","2.17","2.15",".09","0","-1.15","-.92","NYSE","10","Consumer Staples","Food - Meat Products","0","2.5","-2.03","20180524","20180101",".44","2.27",".91","-1.46","10.80799","18498.4"
"Harris Corporation","HRS","1.64","1.8","5","4","1.75","2","5.53","6.48","7.7","27.2","24.87","20.91","4.14","1.42",".09","0","0","0","NYSE","6","Computer and Technology","Wireless Equipment","19.29","2.22","6.71","20180502","20171201","1.67","0","0","0","53.109","19120.28"
"Heron Therapeutics, Inc.","HRTX","-.82","-.66","6","4","-.51","4","-3.37","-2.5","-.72","","","","","0","-6.42","","6.65","2.49","NSDQ","12","Medical","Medical - Drugs","-24.36","11.49",".22","20180509","20171201","-.97","3.69","14.04","16.53","0","1888.79"
"HSBC Holdings plc","HSBC",".6","","1","","","","3.2","3.74","3.88","23.7","12.61","12.14","2.1","8.9",".18","0",".13","0","NYSE","12","Finance","Banks - Foreign","-21.05","","","20180503","20170901",".75","0","","","29.89299","188784.61"
"Harsco Corporation","HSC",".2",".31","1","1",".33","1",".68","1.1","1.25","28.22","18.73","16.48","","0","0","","0","0","NYSE","12","Industrial Products","Industrial Services","33.33","25","134.43","20180502","20171201",".2","0","0","0","72.484","1657.35"
"Henry Schein, Inc.","HSIC",".92","1","12","11","1.02","11","3.6","4.09","4.45","18.58","16.34","14.99","1.64","0",".03","0",".17",".08","NSDQ","12","Medical","Medical - Dental Supplies","0","-3.33",".96","20180508","20171201",".97",".09",".09",".09","38.11899","10304.55"
"Hang Seng Bank Ltd.","HSNGY","","","","","","","1.27","1.48","1.59","","15.59","14.51","1.92","3.38","","0","0","0","OTC","12","Finance","Banks - Foreign","","","","20180403","","","","","","","44106.22"
"Host Hotels & Resorts, Inc.","HST",".4",".5","10","9",".36","9","1.66","1.67","1.69","10.98","11.05","10.91","2.21","4.34",".1","0","-.12",".36","NYSE","12","Finance","REIT and Equity Trust - Other","7.69","0","6.76","20180502","20171201",".42","-.74",".22","0","37.04899","13544.35"
"Hershey Company (The)","HSY","1.41","1.12","5","5","1.56","5","4.8","5.36","5.7","20.77","18.45","17.34","2.13","2.65",".1","0","-.09","0","NYSE","12","Consumer Staples","Food - Confectionery","-2.83","3.91","6.21","20180426","20171201","1.03","-.71","-.89","-.38","68.871","20806.14"
"Healthcare Trust of America, Inc.","HTA",".42",".43","9","9",".43","9","1.65","1.71","1.8","16.12","15.44","14.68","3.86","4.62",".1","0","-.96","-1.34","NYSE","12","Finance","REIT and Equity Trust - Other","0","2.44",".61","20180425","20171201",".42","-1.12","-1.03","-1.46","45.32099","5415.3"
"HITACHI CONSTR","HTCMY","","","","","","","4.56","5.64","7.44","29.41","13.71","10.4","",".64","","","0","0","OTC","3","Industrial Products","Manufacturing - Construction and Mining","","","","20180425","20170901","1.35","","","","26.48999","8319.61"
"HTC Corp.","HTCXF","","","","","","","","","","","","","","0","","","","","OTC","12","Computer and Technology","Wireless Equipment","","","","20180508","20170601","-.08","","","","","2032.09"
"Hercules Capital, Inc.","HTGC",".3",".29","6","6",".32","6","1.16","1.25","1.34","10.35","9.72","9.02","1.94","10.24",".41","0",".53","0","NYSE","12","Finance","Financial - SBIC & Commercial Industry","0","0","-.86","20180503","20171201",".29","0","0","0","48.338","1032.04"
"Hilltop Holdings Inc.","HTH",".32",".57","3","3",".59","3","1.46","1.98","2.18","14.04","11.7","10.6","","1.21",".08","","-1.13","-1.61","NYSE","12","Finance","Banks - Southeast","4.76","-27.91",".69","20180424","20171201",".44","-2.02","-2.29","-1.68","3.38129","2223.08"
"Hitachi Ltd.","HTHIY","1.45","","1","","","","6.53","7.1","7.1","12.45","9.99","9.99",".77",".72","","0","0","0","OTC","3","Conglomerates","Diversified Operations","24.14","19.05","43.95","20180511","20171201","1.8","0","","","16.27499","34293.4"
"Hutchison Telecommunications Hong Kong Holdings Ltd.","HTHKY","","","","","","","","","","","","","","3.17","","","","","OTC","12","Computer and Technology","Wireless Non-US ","","","","20180403","","","","","","","1750.87"
"China Lodging Group, Limited","HTHT",".2","","1","","","","3.09","4.61","","50.68","28.14","","","0",".15","","","-2.54","NSDQ","12","Consumer Discretionary","Hotels and Motels","65","21.74","46.31","20180509","20171201",".52","","","","43.18899","8972.43"
"Heartland Express, Inc.","HTLD",".13",".17","7","6",".19","6",".55",".7",".9","34.88","25.23","19.7","1.68",".45",".12","0","-5.46","-2.76","NSDQ","12","Transportation","Transportation - Truck","-30","-47.06","-17.25","20180420","20171201",".07","-2.04","-3.81","-2.61","0","1482.12"
"Heartland Financial USA, Inc.","HTLF",".87",".93","4","4","1","4","3.02","3.85","4.3","17.29","13.53","12.1","1.35","1",".16","0","0",".59","NSDQ","12","Finance","Banks - Midwest","-1.23","0","2.07","20180430","20171201",".8","-.29","1.09","1","22.32799","1616.36"
"Hertz Global Holdings, Inc","HTZ","-1.28","-.15","4","4","1.61","4","-1.37","-.7",".89","","","23.29","","0",".04","","-15.48","-127.64","NYSE","12","Transportation","Transportation - Services","-40","-3.4","-132.35","20180514","20171201","-.77","-7.87","-57.76","-3.7","90.72299","1730.66"
"Hubbell Inc","HUBB","1.39","1.85","4","3","2.09","3","5.44","7.18","8.02","19.8","16.34","14.65","1.63","2.62",".07","0",".44","-.17","NYSE","12","Industrial Products","Manufacturing - Electrical Utilities ","8.45","10","9.28","20180424","20171201","1.54","-3.98","0",".97","37.46099","6435.55"
"Hub Group, Inc.","HUBG",".38",".48","8","7",".61","7","1.59","2.32","2.74","20.71","16.95","14.38","1.13","0",".03","0","-.85","-.55","NSDQ","12","Transportation","Transportation - Services","475","15","122.58","20180426","20171201","2.99","-.79","-4.29","-1.38","22.42","1352.85"
"HubSpot, Inc.","HUBS",".11","-.3","11","7","-.4","7",".2","-1.26","-1.14","","","","","0","-.11","0","0","0","NYSE","12","Computer and Technology","Internet - Software","71.43","175","208.48","20180501","20171201",".12","0","0","0","58.65599","4109.49"
"Huabao International Holdings Ltd.","HUIHY","","","","","","","","","","","","","","6.68","","","","","OTC","3","Basic Materials","Chemical - Specialty","","","","20180615","","","","","","","2168.11"
"Humana Inc.","HUM","3.21","4.09","9","8","3.97","8","11.63","13.84","16.42","24.27","20.5","17.28","1.54",".7",".05","0","-.29",".23","NYSE","12","Medical","Medical - HMOs","3","3.67","6.95","20180502","20171201","2.06","0","0","0","32.644","39065.09"
"Huntsman Corporation","HUN",".75",".68","3","3",".63","3","2.77","2.77","3.14","9.94","10.25","9.02","1.24","2.29",".08","0","1.21",".91","NYSE","12","Basic Materials","Chemical - Diversified ","15.15","34","31.51","20180425","20171201",".76","0","0","2.72","40.11399","6847.9"
"Hannover Ruck SE","HVRRY","","","","","","","4.53","5.25","5.95","15.48","13.15","11.61","","2.06",".06","","2.76","-4.02","OTC","12","Finance","Insurance - Brokerage","","","","20180509","20171201","2","","","","16.353","16654.45"
"HOWDEN JOINERY","HWDJY","","","","","","","1.5","1.74","1.89","","14.95","13.72","1.25","1.93","","0","0","0","OTC","12","Consumer Discretionary","Household Appliances","","","","20180405","","","","","","","4013.03"
"Hexcel Corporation","HXL",".67",".74","5","3",".77","3","2.68","3.02","3.48","24.06","21.34","18.52","2.53",".78",".14","0","-.59","-.46","NYSE","12","Aerospace","Aerospace - Defense Equipment","0","2.9","-1.19","20180418","20171201",".7",".6","0","0","35.01499","5793.08"
"Hyster-Yale Materials Handling, Inc.","HY",".9",".92","2","2","1.03","2","4.05","4.16","6.26","19.14","17.28","11.49","","1.68",".02","","0","0","NYSE","12","Industrial Products","Manufacturing - Material Handling","0","42.86","38.69","20180501","20171201",".97","0","0","0","27.416","1184.82"
"iShares iBoxx $ High Yield Corporate Bond ETF","HYG","","","","","","","","","","","","","","5.15","","","","","NYSE","12","Finance","Financial - Investment Funds","","","","","","","","","","","15118.37"
"Halyard Health, Inc.","HYH","-.04",".26","2","3",".31","3","2.08",".96","1.48","19.88","48.04","31.08","5.4","0",".13","0","-1.46","0","NYSE","12","Medical","Medical - Dental Supplies","48.98","33.33","32.04","20180501","20171201",".73","0","1.3","0","30.80599","2163.95"
"Hyundai Motor Co.","HYMLF","","","","","","","","","","8.76","","","","0","","","","","OTC","12","Auto-Tires-Trucks","Automotive - Foreign","","","","20180511","20170601","2.69","","","","","26433.12"
"Hypermarcas","HYPMY","","","","","","","","","","24","","","","2.16","","","","","OTC","12","Medical","Medical - Drugs","","","","20180427","20170901",".11","","","","3.77539","6828.17"
"Horizon Pharma Public Limited Company","HZNP",".11",".37","5","4",".38","4","1.09","1.43","1.77","11.67","9.55","7.71",".58","0","-.39","0","0","0","NSDQ","12","Medical","Medical - Biomedical and Genetics","31.82","18.18","68.92","20180514","20171201",".29","0","0","0","65.61199","2251.92"
"IAC/InterActiveCorp","IAC",".89","1","7","3","1.18","3","2.64","3.93","6.78","187.79","38.19","22.17","4.58","0",".09","0",".07",".43","NSDQ","12","Retail-Wholesale","Internet - Commerce","27.27","-44.44","-7.15","20180502","20171201","1.4","0","0",".57","40.698","12417.71"
"Iamgold Corporation","IAG",".01","0","3","2",".01","2",".12",".1",".12","84.83","48.94","43.14","16.31","0",".46","0","0","0","NYSE","12","Basic Materials","Mining - Gold","-250","250","37.5","20180508","20171201","-.03","0","0","0","12.092","2371.32"
"Integra LifeSciences Holdings Corporation","IART",".49",".56","9","8",".59","8","1.86","2.33","2.69","28.28","23.41","20.33","1.68","0",".05","0","0","0","NSDQ","12","Medical","Medical - Biomedical and Genetics","12.28","-4.26","1.38","20180425","20171201",".64","0","0","0","64.924","4284.99"
"iShares Gold Trust","IAU","","","","","","","","","","","","","","0","","","","","NYSE","12","Finance","Financial - Investment Funds","","","","","20170301","-.01","","","","0","11370.16"
"Industrias Bachoco, S.A. de C.V.","IBA","1","1.47","1","1",".99","1","2.92","4.35","4.72","11.89","14.21","13.1","","1.33",".12","","0","0","NYSE","12","Consumer Staples","Food - Meat Products","141.94","","","20180426","20171201","1.5","0","0","0","4.39389","3091.5"
"iShares Nasdaq Biotechnology ETF","IBB","","","","","","","","","","","","","",".22","","","","","NSDQ","12","Finance","Financial - Investment Funds","","","","","","","","","","","8547.14"
"Iberdrola S.A.","IBDRY","","","","","","","","","","13.85","","","","2.21","","","","","OTC","12","Utilities","Utility - Electric Power","","","","20180410","20170901",".67","","","","41.52999","46370.45"
"IBERIABANK Corporation","IBKC","1.42","1.6","6","4","1.64","4","4.37","6.42","7.15","17.53","12.14","10.91","1.52","1.95",".13","0",".7",".33","NSDQ","12","Finance","Banks - Southeast","5.56","-11.5","-.65","20180419","20171201","1.33","-.12",".25","-.3","28.80699","4205.14"
